# Options: ../sw_all_against_all.x -v 2 -g 11 1 -c 47 -h -t 10 -d /Users/stefan/packages/MMseqs2/examples/DB.fasta -q mms_query_only.fasta
# Fields: s. seqid, q. seqid, s. start, s. len, q. start, q. len, score, bit score
A0A060SPZ0	E5XXL2	403	201	29	201	236	96
A0A060SPZ0	J6PSR2	385	226	5	231	251	101
A0A060SPZ0	A0A0A6L293	217	387	662	410	128	54
L8MT92	A0A0C3SGE9	78	533	74	538	1648	639
I4X7T7	A0A0W7XYV8	0	919	0	919	3539	1368
I4X7T7	Q0HXU4	23	769	10	786	333	133
I4X7T7	A0A0F2I0C5	26	824	0	834	364	145
I4X7T7	H6KT70	9	865	6	913	795	311
I4X7T7	A0A0U3ICN5	23	874	7	908	297	119
A0A0D9S693	A0A0K8VRH7	179	251	3	250	203	83
A0A0D9S693	M4DPZ7	193	211	72	190	149	62
A0A0D9S693	V4TTK3	189	238	3	232	265	107
A0A0D9S693	E2RG46	166	247	104	250	212	86
A0A0Q7DM69	C6XKQ8	0	118	0	134	377	150
A9DDU3	C5Y009	11	694	14	695	939	366
A0A0D3E1G5	A0A0V0I5P3	52	213	58	238	707	277
A0A0A6IYX8	A0A078G2Y6	593	298	455	280	146	61
A0A0A6IYX8	C1FY42	585	181	1599	185	116	49
A0A0A6IYX8	I6TVF4	624	275	252	295	112	48
A0A146LRC9	A0A078G2Y6	2	191	402	202	136	57
A0A0E3Y735	F7YYT9	4	303	0	292	414	164
A0A0D3DB22	R0HSC1	115	304	131	272	439	174
A0A0D3DB22	I1H1V8	36	385	79	455	495	195
G3WUL1	F1NLP8	41	688	49	680	1862	722
A0A0H3DKC5	A0A095ALB6	24	244	24	253	309	124
A0A0H3DKC5	W1TUQ2	16	214	14	213	278	112
A0A0H3DKC5	A0A142FCW2	20	200	31	209	218	89
A0A0H3DKC5	W9RYS9	19	208	84	216	191	78
A0A0H3DKC5	A0A0M3GZ92	17	218	12	221	351	140
A0A0H3DKC5	A0A0T7CSE4	24	205	20	209	288	116
A0A0H3DKC5	E7A488	17	218	18	217	332	132
A0A0H3DKC5	E5XXL2	24	205	27	209	315	126
A0A0H3DKC5	J6PSR2	10	218	11	223	364	145
A0A0S2C9M3	Q2SSF2	9	251	10	246	379	151
A0A094NGX5	A0A0Q7NXB8	0	202	0	210	270	109
M0TRX9	C5Y009	2	729	4	723	2670	1033
A0A0C1WVJ2	N0BDY6	26	264	27	277	135	57
B4J4T7	A0A068GNM3	0	452	0	443	1984	769
X7T7S0	A0A0W7XYV8	6	725	9	784	645	253
X7T7S0	Q0HXU4	10	709	0	787	310	124
X7T7S0	A0A0F2I0C5	10	709	0	785	319	127
X7T7S0	H6KT70	15	746	9	863	481	190
X7T7S0	A0A0U3ICN5	15	704	2	810	268	108
M4D4X7	A0A0K8VRH7	310	204	11	204	196	80
M4D4X7	M4DPZ7	314	198	70	181	166	69
M4D4X7	A0A064B1R8	3	180	493	205	158	65
M4D4X7	A0A0D3E108	283	225	23	229	163	67
M4D4X7	E2RG46	310	213	132	210	151	63
M4D4X7	Q0RD23	26	64	959	66	117	50
A0A062IR86	A0A071M8F5	0	625	0	625	2038	790
A0A062IR86	A0A0Q8D4J7	0	636	0	636	2681	1037
A0A062IR86	E6N4D5	232	396	184	399	327	131
K5ZZJ9	A0A0W7V0M3	476	110	5	127	153	64
K5ZZJ9	R5J8N4	317	654	44	651	1452	564
K5ZZJ9	S8QQG0	235	736	194	732	1476	573
K5ZZJ9	C1FY42	106	245	574	211	120	51
K5ZZJ9	K8G181	158	815	87	817	1468	570
C7LJR9	A0A095ALB6	0	231	0	242	217	88
C7LJR9	W1TUQ2	0	220	0	214	217	88
C7LJR9	A0A142FCW2	2	229	6	242	219	89
C7LJR9	W9RYS9	288	195	99	192	161	67
C7LJR9	A0A0M3GZ92	5	226	4	222	222	90
C7LJR9	A0A0T7CSE4	4	274	0	273	194	79
C7LJR9	E7A488	4	216	9	208	217	88
C7LJR9	E5XXL2	6	249	13	254	188	77
C7LJR9	J6PSR2	20	482	22	510	316	126
F2D062	A0A0K8VRH7	33	253	13	254	360	143
F2D062	M4DPZ7	19	267	57	251	257	104
F2D062	V4TTK3	32	191	2	188	163	67
F2D062	A0A0D3E108	26	223	50	224	206	84
F2D062	E2RG46	33	200	134	198	233	94
F2D062	Q9DC28	32	201	7	206	114	49
A0A0A3E6S4	C1FY42	91	410	555	357	123	52
D7KTR7	Q5VIY3	92	67	166	64	123	52
D7KTR7	A0A0B0N589	101	58	156	55	145	60
Q9FNM7	A9SKD4	366	401	15	382	488	193
Q9FNM7	A0A125UPB5	381	376	1	356	479	189
Q9FNM7	A0A059JHJ0	277	468	207	439	496	196
A6TWV7	A0A0X1KPH9	6	256	10	253	325	130
A0A0P6P1B0	A0A095ALB6	6	217	5	230	321	128
A0A0P6P1B0	W1TUQ2	6	217	5	213	283	114
A0A0P6P1B0	A0A142FCW2	1	223	4	238	199	81
A0A0P6P1B0	W9RYS9	32	190	99	194	180	74
A0A0P6P1B0	A0A0M3GZ92	5	218	3	216	262	106
A0A0P6P1B0	A0A0T7CSE4	22	202	20	202	301	121
A0A0P6P1B0	E7A488	6	215	10	209	256	103
A0A0P6P1B0	E5XXL2	2	221	1	227	286	115
A0A0P6P1B0	J6PSR2	22	200	22	204	203	83
A0A0P6P1B0	A0A0A6L293	7	212	849	216	148	62
A0A0A7RI94	Q5VIY3	0	285	0	308	1145	446
A0A0A7RI94	A0A0B0N589	114	107	111	105	210	86
A0A0B5BGI6	A0A076H6B3	1	187	2	187	333	133
A0A0B5KRT5	A0A0X1KPH9	15	252	13	254	571	225
H2R0Q6	E1CC35	129	879	97	1118	809	316
A0A0W1JIE3	A0A095ALB6	0	243	0	262	367	146
A0A0W1JIE3	W1TUQ2	0	343	0	346	1001	390
A0A0W1JIE3	A0A142FCW2	17	210	32	220	245	99
A0A0W1JIE3	W9RYS9	19	203	88	212	204	83
A0A0W1JIE3	A0A0M3GZ92	5	308	4	313	442	175
A0A0W1JIE3	A0A0T7CSE4	4	225	0	234	323	129
A0A0W1JIE3	E7A488	1	309	6	319	759	297
A0A0W1JIE3	E5XXL2	0	255	0	265	341	136
A0A0W1JIE3	J6PSR2	3	230	298	234	315	126
A0A0W1JIE3	A0A0A6L293	19	148	863	157	112	48
F1PFA6	H2RFB4	84	266	136	266	633	248
F8L347	C6XKQ8	8	96	3	96	141	59
A0A0J9QY47	A0A0K8VRH7	523	243	12	244	192	79
A0A0J9QY47	M4DPZ7	499	274	51	253	157	65
A0A0J9QY47	V4TTK3	526	191	5	190	174	72
A0A0J9QY47	A0A0D3E108	528	221	59	222	159	66
A0A0J9QY47	E2RG46	451	264	85	240	201	82
C5CGQ5	Q1D766	3	77	22	83	164	68
A0A0C9LY08	Q541C3	7	135	88	138	178	73
H2WC54	A1YGK7	99	58	130	58	131	55
A0A0E1LL87	W4EHQ7	0	469	0	465	1816	704
A1QZ05	A7X1T8	0	611	0	667	673	264
Q03SP8	H6QJ35	29	304	38	306	474	187
Q03SP8	A0A133HG30	19	314	30	315	484	191
A0A149WYN5	A0A0F8P052	0	856	0	896	1790	694
A0A0H1XXU4	A0A071M8F5	0	637	0	631	1405	546
A0A0H1XXU4	A0A0Q8D4J7	0	644	0	638	1363	530
A0A0H1XXU4	E6N4D5	322	311	275	307	321	128
N9SRS9	Q98Q98	0	225	1	224	687	269
F5U222	A0A139T391	17	425	53	445	143	60
F5U222	U6ENU4	6	442	5	442	1969	763
F5U222	A0A0E3N9U1	7	440	6	440	563	221
A0A061HZ23	T0NI29	200	139	377	132	111	47
A0A061HZ23	M3XSD7	0	360	0	330	1119	436
A0A061HZ23	K0KW59	261	97	574	91	109	47
A0A0H3S702	A0A0W7V0M3	31	224	10	213	157	65
A0A0H3S702	R5J8N4	88	232	231	217	118	50
A0A0H3S702	S8QQG0	88	240	461	226	130	55
A0A0H3S702	K8G181	88	189	436	176	123	52
F3INH7	A0A095ALB6	0	224	0	234	310	124
F3INH7	W1TUQ2	0	224	0	217	266	107
F3INH7	A0A142FCW2	22	186	32	191	258	104
F3INH7	W9RYS9	24	214	88	212	171	70
F3INH7	A0A0M3GZ92	24	232	18	224	276	111
F3INH7	A0A0T7CSE4	4	289	0	286	354	141
F3INH7	E7A488	3	223	8	214	294	118
F3INH7	E5XXL2	23	201	22	205	310	124
F3INH7	J6PSR2	0	230	0	232	241	97
F3INH7	A0A0A6L293	32	208	871	229	126	53
F0S367	A0A0W7XYV8	4	924	1	916	2356	912
F0S367	Q0HXU4	26	604	10	635	277	111
F0S367	A0A0F2I0C5	26	604	10	634	288	116
F0S367	H6KT70	25	790	13	841	899	351
F0S367	A0A0U3ICN5	27	797	4	846	357	142
A0A0J8D0F1	A0A0K8VRH7	479	307	18	319	219	89
A0A0J8D0F1	M4DPZ7	479	263	73	231	169	70
A0A0J8D0F1	A0A0D3E108	477	256	58	242	162	67
A0A0J8D0F1	E2RG46	472	200	132	196	142	59
A0A0D3DVP9	A0A067K1V2	43	543	59	529	704	276
A0A0D3DVP9	Q9LH59	21	565	35	544	380	151
A0A0E1WB73	A0A095ALB6	3	239	5	248	268	108
A0A0E1WB73	W1TUQ2	3	231	5	215	232	94
A0A0E1WB73	A0A142FCW2	17	236	33	221	180	74
A0A0E1WB73	W9RYS9	28	209	98	201	198	81
A0A0E1WB73	A0A0M3GZ92	2	285	3	266	292	117
A0A0E1WB73	A0A0T7CSE4	3	272	1	270	306	122
A0A0E1WB73	E7A488	19	215	25	198	257	104
A0A0E1WB73	E5XXL2	14	220	22	208	295	118
A0A0E1WB73	J6PSR2	19	223	22	215	195	80
A0A0E1WB73	A0A0A6L293	19	215	172	217	140	59
A0A0D3SWF2	H1Q7Z5	29	83	89	93	149	62
F7AS54	H2RFB4	787	150	37	147	120	51
F7AS54	A0A064B1R8	544	437	399	451	187	77
F7AS54	C1FY42	411	587	1920	637	141	59
F7AS54	P56645	573	455	637	430	185	76
F7AS54	Q0RD23	828	129	873	152	117	50
V4LLL8	C5X5G1	3	418	314	448	420	166
V4LLL8	Q0RD23	0	69	954	72	111	47
T1E709	M4DPZ7	8	205	68	184	149	62
T1E709	Q9DC28	0	406	0	399	1805	700
B9IJG8	M4CT87	87	128	175	120	109	47
M5XC77	R0HSC1	242	285	196	277	170	70
M5XC77	I1H1V8	147	371	100	427	190	78
A0A125X853	A0A095ALB6	324	265	1	265	251	101
A0A125X853	W1TUQ2	351	201	22	198	215	87
A0A125X853	A0A142FCW2	347	192	31	198	164	68
A0A125X853	W9RYS9	339	194	80	195	175	72
A0A125X853	A0A0M3GZ92	349	211	17	212	202	82
A0A125X853	A0A0T7CSE4	341	212	10	214	227	92
A0A125X853	E7A488	351	202	25	199	191	78
A0A125X853	E5XXL2	350	208	26	211	214	87
A0A125X853	J6PSR2	337	223	8	229	174	72
A0A125X853	A0A0A6L293	339	207	852	213	136	57
B0BVN5	U2EZK2	0	377	0	359	582	229
L5L6X6	A0A078G2Y6	69	268	504	276	124	52
L9L027	F7HDN9	0	701	0	633	2734	1058
G1PDW0	D0F0C7	0	618	0	609	2483	961
G1PDW0	F1NP62	320	292	485	273	361	144
G1PDW0	B6VBS9	98	142	3895	100	132	55
V6A9B9	A0A0F6RPU4	0	1399	0	1399	7106	2742
U3JKY9	B3NDZ7	502	74	2413	71	109	47
U3JKY9	Q7TN88	687	128	25	132	112	48
A0A0M0EG72	B8G711	7	178	8	180	276	111
A0A0M0EG72	Q4UKM7	0	187	0	188	479	189
M4D4Y3	M4CT87	71	163	150	147	180	74
Q3AKE4	A0A0R2TW81	0	144	0	144	480	190
G1NA08	A0A0K8VRH7	9	177	86	179	314	126
G1NA08	M4DPZ7	11	175	126	180	197	80
G1NA08	V4TTK3	1	147	66	148	135	57
G1NA08	A0A0D3E108	8	142	130	143	163	67
G1NA08	E2RG46	0	135	196	136	147	61
H3BQK9	A0A078G2Y6	4476	616	124	631	187	77
D7MK98	A0A078I1A1	204	656	160	619	179	74
A0A0A4BKA1	B3MK75	36	248	70	268	123	52
I1V4Z2	B3NDZ7	281	258	2234	262	126	53
A0A061AL89	B3NDZ7	2319	261	1940	282	167	69
A0A149WY94	A0A0W7XYV8	0	762	15	802	390	155
A0A149WY94	Q0HXU4	2	801	4	855	1807	701
A0A149WY94	A0A0F2I0C5	2	801	4	853	1811	702
A0A149WY94	H6KT70	14	587	20	631	224	91
A0A149WY94	A0A0U3ICN5	5	756	4	841	462	183
A0A068UBS5	A0A095ALB6	70	211	24	215	190	78
A0A068UBS5	W1TUQ2	69	220	21	210	202	82
A0A068UBS5	A0A142FCW2	73	184	38	184	161	67
A0A068UBS5	W9RYS9	21	612	55	620	585	230
A0A068UBS5	A0A0M3GZ92	55	229	4	222	185	76
A0A068UBS5	A0A0T7CSE4	70	210	20	204	204	83
A0A068UBS5	E7A488	49	237	6	224	204	83
A0A068UBS5	E5XXL2	73	208	30	202	187	77
A0A068UBS5	J6PSR2	70	235	22	235	208	85
A0A068UBS5	A0A0A6L293	69	568	171	618	356	142
J6R9Z1	A0A095ALB6	0	342	4	352	1042	406
J6R9Z1	W1TUQ2	0	241	4	234	345	138
J6R9Z1	A0A142FCW2	0	314	8	315	385	153
J6R9Z1	W9RYS9	30	187	99	191	151	63
J6R9Z1	A0A0M3GZ92	15	217	14	216	334	133
J6R9Z1	A0A0T7CSE4	0	336	0	342	688	270
J6R9Z1	E7A488	0	241	9	232	353	141
J6R9Z1	E5XXL2	18	301	25	307	711	278
J6R9Z1	J6PSR2	8	222	305	219	282	113
J6R9Z1	A0A0A6L293	8	178	850	184	142	59
A0A0V1HVF0	A0A078G2Y6	1253	373	396	358	152	63
A0A0V1HVF0	B6VBS9	741	107	3889	94	112	48
E0TLA0	A0A062IFC1	104	364	146	380	164	68
V5RF64	Q5VIY3	0	285	0	308	1133	441
V5RF64	A0A0B0N589	114	107	111	105	210	86
K5CJQ0	A0A095ALB6	16	258	23	262	393	156
K5CJQ0	W1TUQ2	2	291	5	294	572	225
K5CJQ0	A0A142FCW2	16	241	34	249	297	119
K5CJQ0	W9RYS9	27	222	99	221	240	97
K5CJQ0	A0A0M3GZ92	4	276	6	279	494	195
K5CJQ0	A0A0T7CSE4	13	215	16	216	407	161
K5CJQ0	E7A488	2	245	10	241	563	221
K5CJQ0	E5XXL2	16	228	26	230	391	155
K5CJQ0	J6PSR2	2	213	300	213	294	118
K5CJQ0	A0A0A6L293	17	196	864	201	156	65
Q5L898	A0A0F6RPU4	12	1384	16	1347	3374	1304
A0A0P1M1T6	A0A0Q7NXB8	4	197	4	204	277	111
B3IUA8	A0A064B1R8	708	288	535	315	114	49
B3IUA8	M3YLY1	694	230	72	242	147	61
D3YZU4	A0A064B1R8	1425	277	432	269	169	70
D3YZU4	C1FY42	871	645	2115	722	166	69
A0A0A4E7B7	A7X1T8	2	621	3	664	702	275
M4ESC2	M4CT87	109	208	177	209	172	71
A0A0P7UKK5	A0A0K8VRH7	127	273	2	262	230	93
A0A0P7UKK5	M4DPZ7	138	262	72	233	225	91
A0A0P7UKK5	V4TTK3	180	163	48	147	128	54
A0A0P7UKK5	A0A0D3E108	138	210	59	198	177	73
A0A0P7UKK5	E2RG46	108	243	105	230	163	67
D3VZF2	S5VPX2	0	376	0	376	1870	725
A8EYA8	B4UEM2	0	124	0	125	132	55
G5BH05	Q8ZZW3	10	376	19	345	245	99
G5BH05	G7PWX4	0	386	0	425	836	327
G5BH05	H2NWH9	0	386	0	425	800	313
F9RY75	A0A095ALB6	341	226	5	239	306	122
F9RY75	W1TUQ2	341	220	5	216	263	106
F9RY75	A0A142FCW2	357	218	34	224	216	88
F9RY75	W9RYS9	354	206	85	211	162	67
F9RY75	A0A0M3GZ92	356	209	17	209	222	90
F9RY75	A0A0T7CSE4	357	210	19	211	265	107
F9RY75	E7A488	341	224	10	218	261	105
F9RY75	E5XXL2	357	210	26	211	276	111
F9RY75	J6PSR2	341	225	5	230	245	99
F9RY75	A0A0A6L293	295	259	802	263	157	65
Q2CDK1	A0A0U1MIC2	0	798	0	800	804	314
Q2CDK1	A0A126G4A8	150	639	37	651	275	111
W1PBI8	I1LVT6	0	315	0	342	826	323
W1PBI8	A0A0K1SB77	0	119	0	118	452	179
J7F9F8	A0A067K1V2	346	517	110	478	489	193
J7F9F8	Q9LH59	349	514	114	465	232	94
A0A158RCM7	A0A078G2Y6	765	701	51	705	307	123
A0A158RCM7	G7ZR34	865	548	266	531	150	62
A0A158RCM7	B5DVF7	863	240	203	257	119	50
A0A158RCM7	A0A0C6CSM8	1117	570	113	573	119	50
A0A158RCM7	I6TVF4	924	780	184	800	254	102
Q5CR27	A0A139T391	96	451	54	448	919	359
Q5CR27	A0A0B8N890	94	450	675	440	779	305
Q5CR27	U6ENU4	193	352	109	334	136	57
Q5CR27	A0A0E3N9U1	212	335	126	320	133	56
A0A0U0FB36	A0A095ALB6	2	323	5	322	254	102
A0A0U0FB36	W1TUQ2	2	277	5	267	269	108
A0A0U0FB36	A0A142FCW2	268	212	36	211	194	79
A0A0U0FB36	W9RYS9	16	216	88	220	189	77
A0A0U0FB36	A0A0M3GZ92	2	241	4	237	260	105
A0A0U0FB36	A0A0T7CSE4	2	217	1	219	247	100
A0A0U0FB36	E7A488	2	241	10	233	293	117
A0A0U0FB36	E5XXL2	3	216	13	214	218	89
A0A0U0FB36	J6PSR2	15	457	20	493	279	112
A0A0U0FB36	A0A0A6L293	268	202	865	200	120	51
Q17IE8	A0A0K8VRH7	16	412	8	346	217	88
Q17IE8	M4DPZ7	22	209	70	179	173	71
Q17IE8	B3NDZ7	363	136	2062	139	174	72
Q17IE8	V4TTK3	25	319	8	288	340	136
Q17IE8	A0A0D3E108	65	171	104	156	132	55
Q17IE8	E2RG46	25	314	139	284	408	162
A0A022WEN6	A0A068GNM3	0	446	0	443	1838	713
D2C7D7	S9P6K9	0	327	0	346	559	220
D2C7D7	Q5CB92	0	327	7	327	1606	623
A0A0D4SYK7	A0A0C5ZNV7	0	131	0	131	658	258
Q9PH22	A0A071M8F5	541	214	30	218	115	49
Q9PH22	A0A087LVT5	7	865	2	871	2128	824
A0A0P7UE74	A0A0G2K4F4	56	90	78	90	120	51
A0A0P7UE74	U3F6T5	41	106	16	100	276	111
D7KIM4	R0HSC1	283	271	182	229	169	70
D7KIM4	I1H1V8	188	412	147	406	230	93
A0A015SEP4	A0A071M8F5	0	641	0	633	1393	541
A0A015SEP4	A0A0Q8D4J7	0	639	0	631	1328	516
A0A015SEP4	E6N4D5	234	407	186	402	353	141
E2GD57	R9RW64	0	1141	0	1140	4826	1864
E2GD57	M0RAC3	365	735	1027	788	208	85
A0A0D5M4Q6	E5Y4J3	7	445	19	422	492	194
Q9Y4B4	H2NB04	425	471	1373	413	386	153
Q9Y4B4	A0A0C6CSM8	66	867	495	994	294	118
G4WWB4	P0CK13	680	149	617	150	125	53
B1L0B0	A0A098MZT9	9	359	12	352	756	296
B1L0B0	A6VN75	1	363	2	359	954	372
B9RE87	R0HSC1	335	359	132	359	682	267
B9RE87	I1H1V8	123	687	49	686	1342	522
Q556Q0	B7R2K3	42	192	5	187	136	57
S6GAS6	H6QJ35	0	354	0	352	1067	416
S6GAS6	A0A133HG30	1	356	3	353	858	335
A0A0T6BNV5	O51528	11	636	9	644	1064	414
H0XG65	H0Z296	680	160	6	179	148	62
H0XG65	B6VBS9	635	95	3884	115	118	50
H0XG65	Q7TN88	669	136	21	134	126	53
A0A0V8CW44	A0A095ALB6	2	217	5	230	224	91
A0A0V8CW44	W1TUQ2	2	253	5	259	245	99
A0A0V8CW44	A0A142FCW2	237	241	12	235	189	77
A0A0V8CW44	W9RYS9	27	188	99	191	159	66
A0A0V8CW44	A0A0M3GZ92	2	223	4	221	246	99
A0A0V8CW44	A0A0T7CSE4	2	234	1	240	211	86
A0A0V8CW44	E7A488	2	227	10	221	262	106
A0A0V8CW44	E5XXL2	3	217	13	216	196	80
A0A0V8CW44	J6PSR2	17	472	22	511	281	113
A0A0V8CW44	A0A0A6L293	16	251	863	282	111	47
T2NAJ5	A0A0F8P052	7	881	5	894	1619	628
A0A0D3D5I2	R0HSC1	237	380	132	380	625	245
A0A0D3D5I2	I1H1V8	26	686	79	656	1216	473
P46863	A0A078G2Y6	309	572	193	571	176	72
A0A0F5X669	A0A0W7XYV8	0	913	0	916	3125	1208
A0A0F5X669	Q0HXU4	23	748	10	765	320	128
A0A0F5X669	A0A0F2I0C5	23	599	10	634	332	132
A0A0F5X669	H6KT70	22	763	13	817	750	294
A0A0F5X669	A0A0U3ICN5	23	795	7	840	270	109
A0A087H9A2	I1LVT6	9	129	4	128	397	158
A0A087H9A2	A0A0K1SB77	9	124	4	124	437	173
A0A091G9E6	A0A091P4I4	0	2128	0	2124	11021	4250
Q4PH16	A0A095ALB6	496	220	5	233	242	98
