8	8	8
61	61	56
Finished target hashing
Curr threshold: 51
Query elem count: 111942
Finished query hashing
#target_seq_num	query_seq_num	target_seq_pos	query_seq_pos	
187	195	470	470
187	195	178	178
187	195	359	359
187	195	301	301
187	195	329	329
187	195	255	255
187	195	259	259
187	195	175	175
187	195	264	264
187	195	177	177
187	195	263	263
187	195	356	356
187	195	170	170
213	253	213	236
224	132	182	196
246	65	296	348
246	65	298	350
246	65	301	353
246	65	299	351
246	65	300	352
246	65	297	349
274	75	224	223
274	75	315	314
274	75	314	313
274	75	227	226
278	184	35	35
278	184	27	27
278	184	26	26
288	3	456	447
288	3	233	228
288	3	559	549
288	3	234	229
288	35	456	417
288	46	456	417
288	130	233	244
288	130	234	245
313	420	284	284
313	420	40	40
313	420	116	116
313	420	280	280
313	420	249	249
313	420	279	279
313	420	60	60
313	420	70	70
313	420	64	64
313	420	69	69
313	420	234	234
344	389	180	183
344	389	450	453
344	389	360	363
344	389	303	306
344	389	285	288
344	389	454	457
344	389	455	458
344	389	434	437
344	389	439	442
344	389	177	180
344	389	366	369
344	389	306	309
346	118	262	266
346	118	583	574
346	118	279	283
346	118	266	270
346	118	432	421
346	118	265	269
346	118	81	81
346	118	261	265
346	118	125	129
346	118	99	103
346	118	504	493
346	118	114	118
346	118	272	276
346	118	116	120
346	118	155	159
346	118	558	547
346	118	102	106
346	118	111	115
346	118	258	262
346	118	115	119
346	118	398	387
346	118	560	549
346	118	588	579
346	118	253	257
346	118	124	128
346	118	119	123
346	118	255	259
346	118	509	498
346	118	42	42
346	118	71	71
346	118	121	125
346	118	270	274
346	118	120	124
347	254	225	225
347	254	66	66
347	254	57	57
347	254	69	69
347	254	1013	1013
347	254	62	62
347	254	955	955
347	254	891	891
347	254	1015	1015
347	254	78	78
347	254	26	26
347	254	1019	1019
347	254	1016	1016
347	254	857	857
347	254	606	606
347	254	31	31
347	254	230	230
347	254	897	897
347	254	1018	1018
347	254	896	896
379	46	417	421
392	132	182	196
399	254	62	66
399	254	58	62
415	85	311	311
415	85	65	65
415	85	97	97
415	85	256	256
415	85	62	62
415	85	11	11
415	85	152	152
415	85	188	188
415	85	16	16
415	85	129	129
415	85	320	320
415	85	125	125
415	85	119	119
415	85	68	68
415	85	330	330
415	85	314	314
415	85	317	317
415	85	126	126
415	85	128	128
429	213	48	48
429	213	54	54
429	213	36	36
429	213	5	5
429	213	44	44
429	213	15	15
429	213	32	32
429	213	0	0
429	213	6	6
429	213	47	47
444	350	99	99
444	350	127	127
444	350	11	11
444	350	10	10
444	350	95	95
444	350	94	94
444	350	396	396
452	79	62	62
456	347	180	168
456	347	173	161
456	347	193	181
456	347	171	159
464	22	384	380
468	179	270	270
468	179	254	254
468	179	313	313
468	179	279	279
468	179	274	274
468	179	127	127
468	179	275	275
468	179	197	197
468	179	257	257
468	179	137	137
468	179	316	316
468	179	277	277
468	179	902	900
468	179	548	548
468	179	542	542
468	179	880	878
468	179	545	545
468	179	131	131
468	179	273	273
479	365	795	720
508	3	480	478
508	3	396	394
508	3	489	487
508	3	391	389
508	3	388	386
508	3	88	88
508	3	392	390
508	3	551	549
508	3	90	90
508	3	504	502
508	3	175	175
508	3	228	228
508	3	319	317
508	3	324	322
508	3	229	229
508	130	229	245
509	213	52	48
517	411	627	627
517	411	11	11
517	411	807	807
517	411	1066	1066
517	411	1253	1250
517	411	818	818
517	411	318	318
517	411	1850	1847
517	411	819	819
517	411	839	839
517	411	1608	1605
517	411	1004	1004
517	411	394	394
517	411	385	385
517	411	363	363
517	411	1612	1609
517	411	823	823
517	411	589	589
517	411	1000	1000
517	411	690	690
517	411	1649	1646
517	411	2071	2067
517	411	694	694
517	411	274	274
517	411	302	302
517	411	1056	1056
517	411	17	17
517	411	695	695
517	411	319	319
517	411	41	41
517	411	845	845
517	411	416	416
517	411	1879	1876
517	411	1413	1410
517	411	299	299
517	411	271	271
517	411	817	817
517	411	1049	1049
517	411	1051	1051
517	411	1668	1665
517	411	636	636
517	411	1924	1920
517	411	1845	1842
517	411	1415	1412
517	411	1951	1947
517	411	1810	1807
517	411	323	323
517	411	2065	2061
517	411	1700	1697
517	411	692	692
517	411	1564	1561
517	411	962	962
517	411	1044	1044
517	411	610	610
517	411	320	320
517	411	1674	1671
517	411	996	996
517	411	44	44
517	411	1882	1879
517	411	1392	1389
517	411	2	2
517	411	764	764
517	411	1952	1948
517	411	1373	1370
517	411	388	388
517	411	395	395
517	411	1061	1061
517	411	833	833
517	411	824	824
517	411	345	345
517	411	715	715
517	411	800	800
517	411	1950	1946
517	411	912	912
517	411	1848	1845
517	411	1926	1922
517	411	331	331
517	411	78	78
517	411	1418	1415
517	411	1954	1950
517	411	693	693
517	411	344	344
517	411	699	699
517	411	809	809
517	411	1949	1945
517	411	390	390
517	411	172	172
517	411	1690	1687
517	411	951	951
517	411	631	631
517	411	530	530
517	411	1382	1379
517	411	1839	1836
517	411	317	317
517	411	1671	1668
517	411	86	86
517	411	673	673
517	411	51	51
517	411	1841	1838
517	411	1079	1079
517	411	1989	1985
517	411	840	840
517	411	641	641
517	411	691	691
517	411	2057	2053
517	411	359	359
517	411	392	392
517	411	1706	1703
517	411	2016	2012
517	411	335	335
517	411	38	38
517	411	1744	1741
517	411	1070	1070
517	411	1946	1942
517	411	915	915
517	411	147	147
517	411	1538	1535
517	411	1646	1643
517	411	625	625
517	411	1642	1639
517	411	239	239
517	411	1124	1121
517	411	1653	1650
517	411	781	781
517	411	1127	1124
517	411	828	828
517	411	1266	1263
517	411	814	814
517	411	1948	1944
517	411	778	778
517	411	804	804
517	411	325	325
517	411	1363	1360
517	411	265	265
517	411	742	742
517	411	1686	1683
517	411	687	687
517	411	314	314
517	411	2060	2056
517	411	360	360
517	411	1046	1046
517	411	2068	2064
517	411	1704	1701
517	411	1911	1908
517	411	1302	1299
517	411	2091	2087
517	411	1383	1380
517	411	50	50
517	411	1840	1837
517	411	1166	1163
517	411	81	81
517	411	986	986
517	411	1637	1634
517	411	1889	1886
517	411	1054	1054
517	411	1257	1254
517	411	1813	1810
517	411	1644	1641
517	411	1039	1039
517	411	1410	1407
517	411	874	874
517	411	759	759
517	411	1255	1252
517	411	1048	1048
517	411	539	539
517	411	322	322
517	411	666	666
517	411	1687	1684
517	411	770	770
517	411	559	559
517	411	1416	1413
517	411	1846	1843
517	411	1767	1764
517	411	2064	2060
517	411	42	42
517	411	1287	1284
517	411	290	290
517	411	916	916
517	411	1260	1257
517	411	1251	1248
517	411	990	990
517	411	88	88
517	411	1842	1839
517	411	835	835
517	411	761	761
517	411	698	698
517	411	1695	1692
517	411	1947	1943
517	411	841	841
517	411	447	447
517	411	60	60
517	411	991	991
517	411	827	827
517	411	47	47
517	411	83	83
517	411	1080	1080
517	411	253	253
517	411	1041	1041
517	411	2063	2059
517	411	1742	1739
517	411	324	324
517	411	568	568
517	411	1377	1374
517	411	803	803
517	411	1722	1719
517	411	1699	1696
517	411	1634	1631
517	411	619	619
517	411	812	812
517	411	805	805
517	411	291	291
517	411	620	620
517	411	295	295
517	411	2062	2058
517	411	1682	1679
517	411	244	244
517	411	365	365
517	411	712	712
517	411	836	836
517	411	1849	1846
517	411	1677	1674
517	411	1844	1841
517	411	56	56
517	411	46	46
517	411	558	558
517	411	1836	1833
517	411	1880	1877
517	411	364	364
517	411	170	170
517	411	832	832
517	411	297	297
517	411	1258	1255
517	411	340	340
517	411	1561	1558
517	411	410	410
517	411	661	661
517	411	270	270
517	411	1069	1069
517	411	79	79
524	192	577	825
524	192	453	701
524	192	362	610
524	192	365	613
524	192	578	826
524	192	579	827
524	192	352	600
524	192	356	604
530	155	47	317
530	155	47	322
530	344	46	179
542	180	493	947
550	229	283	303
559	411	1091	1051
559	411	1001	178
585	50	279	200
591	347	180	168
591	347	171	159
591	347	88	85
596	155	39	317
596	155	39	322
648	369	189	250
658	155	66	315
658	155	67	323
664	324	2259	1846
664	324	2611	2197
664	324	2293	1880
664	324	2257	1844
664	324	3166	2745
664	324	1261	921
664	324	2794	2380
664	324	2247	1834
664	324	2252	1839
664	324	2615	2201
664	324	1101	762
664	324	2616	2202
664	324	2256	1843
664	324	1879	1466
664	324	3063	2642
666	299	430	435
678	161	646	646
678	161	511	511
703	280	332	3646
708	43	436	508
708	43	435	507
708	43	432	504
729	299	372	435
730	327	352	373
732	283	60	60
732	283	259	259
732	283	97	97
732	283	290	290
732	283	58	58
732	283	101	101
732	283	262	262
732	283	55	55
732	283	56	56
732	283	4	4
732	283	61	61
732	283	286	286
812	250	213	158
812	250	216	161
822	299	413	435
823	121	31	75
823	121	29	73
823	121	26	70
823	121	138	182
823	121	290	334
823	121	72	116
823	121	91	135
823	121	74	118
832	307	22	22
832	307	32	32
832	307	28	28
832	307	259	259
832	307	279	279
832	307	43	43
832	307	29	29
832	307	286	286
832	307	291	291
832	307	282	282
835	41	481	481
835	41	496	496
835	41	499	499
835	41	164	164
835	41	366	366
835	41	578	578
835	41	431	431
835	41	436	436
835	41	609	609
835	41	435	435
835	41	490	490
835	41	207	207
835	41	482	482
835	41	486	486
843	356	756	786
869	420	960	341
890	406	1	1
890	406	6	6
890	406	5	5
931	327	590	373
941	6	114	114
941	6	82	81
947	244	67	67
947	244	254	255
954	315	249	289
954	315	178	218
954	315	250	290
954	315	311	351
954	315	269	309
954	315	270	310
954	315	255	295
954	315	168	208
954	315	265	305
954	315	266	306
954	315	174	214
954	315	324	364
954	315	268	308
954	315	377	417
954	315	170	210
954	315	179	219
954	315	315	355
961	315	249	289
961	315	178	218
961	315	250	290
961	315	311	351
961	315	269	309
961	315	270	310
961	315	255	295
961	315	168	208
961	315	174	214
961	315	170	210
961	315	179	219
961	315	377	417
961	315	324	364
961	315	315	355
961	315	265	305
961	315	266	306
961	315	268	308
980	22	260	259
980	22	303	302
980	22	255	254
980	195	355	354
980	195	71	71
980	195	360	359
980	195	302	301
980	195	260	259
980	195	256	255
980	195	171	170
980	195	357	356
980	195	176	175
980	195	178	177
987	312	361	356
1001	22	303	302
1001	22	260	259
1001	22	255	254
1001	195	355	354
1001	195	71	71
1001	195	360	359
1001	195	174	173
1001	195	171	170
1001	195	176	175
1001	195	256	255
1001	195	357	356
1001	195	303	302
1001	195	260	259
1001	195	178	177
1012	327	482	373
1019	272	47	28
1019	272	30	11
1019	272	53	34
1029	237	264	267
1029	339	323	323
1029	339	164	164
1029	339	29	29
1029	339	160	160
1029	339	225	225
1029	339	222	222
1029	339	264	264
1029	339	112	112
1029	339	262	262
1029	339	226	226
1029	339	221	221
1029	339	224	224
1029	339	379	379
1059	360	91	91
1059	360	507	507
1059	360	188	188
1059	360	269	269
1059	360	252	252
1059	360	272	272
1059	360	160	160
1059	360	503	503
1059	360	265	265
1059	360	267	267
1059	360	327	327
1059	360	275	275
1059	360	79	79
1059	360	270	270
1059	360	380	380
1059	360	495	495
1059	360	100	100
1059	360	376	376
1059	360	372	372
1059	360	381	381
1060	411	996	539
1069	413	124	124
1069	413	241	267
1069	413	149	149
1069	413	199	225
1069	413	1	1
1069	413	245	271
1076	356	808	808
1076	356	677	677
1076	356	140	140
1076	356	459	459
1076	356	812	812
1076	356	801	801
1076	356	136	136
1076	356	33	33
1076	356	807	807
1076	356	809	809
1076	356	151	151
1076	356	514	514
1076	356	175	175
1076	356	75	75
1076	356	141	141
1076	356	817	817
1076	356	592	592
1076	356	464	464
1076	356	231	231
1076	356	400	400
1076	356	171	171
1076	356	42	42
1076	356	66	66
1076	356	625	625
1076	356	588	588
1076	356	460	460
1076	356	810	810
1076	356	587	587
1076	356	780	780
1076	356	457	457
1076	356	756	756
1076	356	747	747
1076	356	227	227
1076	356	591	591
1076	356	234	234
1076	356	38	38
1076	356	674	674
1076	356	849	849
1076	356	70	70
1076	356	589	589
1088	256	385	385
1088	256	1444	1402
1088	256	1212	1170
1088	256	1247	1205
1088	256	1643	1601
1088	256	81	81
1088	256	1839	1797
1088	256	955	914
1088	256	194	194
1088	256	99	99
1088	256	46	46
1088	256	1582	1540
1088	256	1449	1407
1088	256	1664	1622
1088	256	808	768
1088	256	42	42
1088	256	1769	1727
1088	256	405	405
1088	256	1376	1334
1088	256	805	765
1088	256	1568	1526
1088	256	2	2
1088	256	1844	1802
1088	256	818	778
1088	256	803	763
1088	256	97	97
1088	256	389	389
1088	256	45	45
1088	256	7	7
1088	256	1203	1161
1088	256	800	760
1088	256	47	47
1088	256	1385	1343
1088	256	380	380
1088	256	346	346
1088	256	77	77
1088	256	1454	1412
1088	256	48	48
1088	256	377	377
1088	256	94	94
1088	256	82	82
1088	256	1208	1166
1088	256	41	41
1088	256	386	386
1088	256	823	783
1088	256	74	74
1088	256	50	50
1088	256	102	102
1088	256	103	103
1088	256	1207	1165
1088	256	1445	1403
1088	256	78	78
1088	256	71	71
1088	256	1863	1821
1088	256	838	798
1088	256	1128	1086
1088	256	804	764
1088	256	392	392
1088	256	383	383
1118	407	676	676
1118	407	307	307
1119	330	337	361
1120	385	1395	1395
1120	385	705	705
1120	385	83	83
1120	385	1270	1270
1120	385	681	681
1120	385	1273	1273
1120	385	365	365
1120	385	435	435
1120	385	1021	1021
1120	385	1422	1422
1120	385	1354	1354
1120	385	842	842
1120	385	684	684
1120	385	1401	1401
1120	385	1277	1277
1120	385	708	708
1120	385	683	683
1120	385	164	164
1120	385	1272	1272
1120	385	677	677
1120	385	1276	1276
1120	385	762	762
1120	385	682	682
1120	385	837	837
1120	385	775	775
1120	385	1359	1359
1120	385	675	675
1120	385	680	680
1120	385	1357	1357
1120	385	1398	1398
1120	385	723	723
1120	385	1275	1275
1120	385	679	679
1120	385	1269	1269
1120	385	685	685
1120	385	1281	1281
1120	385	1087	1087
1120	385	1278	1278
1120	385	724	724
1120	385	1472	1472
1120	385	1263	1263
1120	385	860	860
1120	385	1279	1279
1120	385	1425	1425
1120	385	434	434
1120	385	1274	1274
1120	385	1271	1271
1120	385	1092	1092
1120	385	676	676
1120	385	1280	1280
1120	385	719	719
1120	385	93	93
1120	385	1393	1393
1120	385	1295	1295
1120	385	1468	1468
1120	385	1268	1268
1120	385	1473	1473
1120	385	1091	1091
1120	385	1283	1283
1120	385	1119	1119
1120	385	674	674
1120	385	678	678
1140	157	571	456
1140	157	291	190
1140	369	568	496
1140	369	289	209
1140	369	573	501
1140	369	284	204
1140	369	574	502
1140	369	572	500
1140	369	288	208
1140	369	567	495
1140	369	481	407
1140	369	564	492
1140	369	478	404
1140	369	575	503
1140	369	476	402
1140	369	571	499
1140	369	570	498
1140	369	569	497
1140	369	577	505
1140	369	479	405
1140	369	555	483
1140	369	547	475
1140	369	291	211
1140	369	565	493
1140	369	576	504
1140	369	475	401
1140	369	287	207
1140	369	545	473
1147	327	343	373
1147	365	567	720
1158	357	204	196
1158	357	168	160
1158	357	116	108
1158	357	167	159
1158	357	147	139
1158	357	176	168
1158	357	107	99
1158	357	110	102
1158	357	108	100
1160	0	85	284
1178	412	66	66
1178	412	100	100
1178	412	27	27
1178	412	24	24
1178	412	14	14
1178	412	36	36
1178	412	101	101
1178	412	19	19
1178	412	31	31
1178	412	18	18
1178	412	16	16
1178	412	39	39
1178	412	38	38
1178	412	35	35
1178	412	29	29
1178	412	34	34
1178	412	30	30
1178	412	25	25
1178	412	72	72
1178	412	15	15
1178	412	33	33
1178	412	13	13
1179	397	81	81
1180	89	10	10
1196	3	428	447
1196	35	169	167
1196	35	428	417
1196	35	41	39
1196	35	47	45
1196	46	168	166
1196	46	427	416
1196	46	169	167
1196	46	428	417
1196	46	47	45
1196	46	41	39
1196	46	432	421
1199	359	391	391
1199	359	136	136
1199	359	297	297
1199	359	127	127
1199	359	307	307
1199	359	345	345
1199	359	173	173
1199	359	303	303
1199	359	254	254
1199	359	374	374
1199	359	382	382
1221	45	464	464
1221	45	341	341
1221	45	470	470
1221	45	387	387
1221	45	65	65
1221	45	296	296
1221	45	350	350
1221	45	336	336
1221	45	385	385
1221	45	291	291
1221	45	382	382
1221	45	189	189
1221	45	194	194
1221	45	342	342
1221	45	467	467
1221	45	57	57
1221	45	61	61
1221	45	186	186
1221	45	185	185
1221	45	148	148
1221	45	216	216
1221	45	66	66
1221	45	168	168
1221	45	346	346
1221	45	472	472
1221	45	209	209
1221	45	165	165
1221	45	184	184
1221	45	213	213
1221	45	495	495
1221	45	190	190
1244	36	347	347
1244	36	301	301
1244	36	296	296
1244	36	299	299
1244	36	302	302
1244	36	590	590
1247	263	472	415
1247	263	469	412
1247	263	101	67
1262	327	215	248
1262	327	340	373
1262	327	466	499
1262	327	368	401
1262	327	179	213
1262	327	377	410
1287	243	279	155
1298	327	711	373
1298	365	930	720
1336	155	47	317
1336	155	47	322
1336	344	46	179
1350	93	287	287
1350	93	293	293
1350	93	315	315
1350	93	245	245
1350	93	283	283
1350	93	286	286
1350	93	290	290
1352	280	324	3951
1361	161	700	646
1361	161	565	511
1383	163	19	23
1383	163	16	29
1383	163	24	26
1383	163	19	27
1392	155	387	320
1392	155	385	317
1392	155	386	317
1392	155	385	322
1392	155	386	322
1392	155	390	321
1400	22	260	259
1400	22	303	302
1400	22	255	254
1400	195	355	354
1400	195	71	71
1400	195	360	359
1400	195	302	301
1400	195	260	259
1400	195	256	255
1400	195	171	170
1400	195	176	175
1400	195	357	356
1400	195	178	177
1412	180	493	947
1430	198	1501	205
1430	198	1422	205
1430	198	1638	205
1430	227	3798	121
1430	350	4572	125
1430	350	3389	125
1430	411	1227	1056
1430	411	885	383
1430	411	1222	1051
1430	411	441	1080
1433	22	177	177
1433	22	302	302
1433	195	302	302
1434	23	1187	1187
1434	23	1099	1099
1434	23	1080	1080
1434	23	496	496
1434	23	1103	1103
1434	23	507	507
1434	23	1090	1090
1434	23	502	502
1434	23	1106	1106
1434	23	675	675
1434	23	1141	1141
1434	23	291	291
1434	23	1084	1084
1434	23	801	801
1434	23	1020	1020
1434	23	1093	1093
1434	23	1190	1190
1434	23	508	508
1434	23	1102	1102
1434	23	503	503
1434	23	850	850
1434	23	1060	1060
1434	23	501	501
1434	23	1081	1081
1434	23	641	641
1434	23	1146	1146
1434	23	544	544
1434	23	859	859
1434	23	384	384
1434	23	1065	1065
1434	23	1087	1087
1434	23	1071	1071
1434	23	512	512
1434	23	1066	1066
1434	23	276	276
1437	399	731	75
1455	3	418	447
1455	35	165	167
1455	35	37	39
1455	35	43	45
1455	35	418	417
1455	46	164	166
1455	46	417	416
1455	46	165	167
1455	46	418	417
1455	46	43	45
1455	46	37	39
1455	46	422	421
1481	3	411	447
1481	35	411	417
1481	46	411	417
1481	46	415	421
1495	201	245	245
1495	201	47	47
1495	201	485	485
1495	201	339	339
1495	201	165	165
1495	201	254	254
1495	201	298	298
1495	201	252	252
1495	201	106	106
1495	201	170	170
1495	201	123	123
1495	201	41	41
1495	201	171	171
1495	201	84	84
1495	201	27	27
1495	201	82	82
1495	201	26	26
1495	201	514	514
1495	201	91	91
1495	201	42	42
1495	201	174	174
1495	201	87	87
1495	201	172	172
1495	201	310	310
1495	201	36	36
1495	201	75	75
1495	201	518	518
1495	201	21	21
1495	201	169	169
1495	201	43	43
1495	201	81	81
1495	201	37	37
1495	201	105	105
1495	201	166	166
1495	201	79	79
1506	213	48	48
1506	293	54	53
1507	135	237	227
1507	135	240	230
1519	383	197	229
1519	383	205	237
1519	383	199	231
1519	383	203	235
1519	383	198	230
1519	383	232	264
1519	383	462	490
1519	383	189	221
1519	383	707	751
1519	383	464	492
1519	383	207	239
1519	383	466	494
1519	383	201	233
1519	383	208	240
1520	3	422	447
1520	35	422	417
1520	35	39	39
1520	35	78	78
1520	46	422	417
1520	46	78	78
1520	46	426	421
1520	46	39	39
1520	356	754	786
1561	389	12	183
1561	389	282	453
1561	389	192	363
1561	389	448	618
1561	389	135	306
1561	389	262	433
1561	389	439	609
1561	389	132	303
1561	389	117	288
1561	389	283	454
1561	389	442	612
1561	389	266	437
1561	389	286	457
1561	389	9	180
1561	389	198	369
1561	389	287	458
1561	389	138	309
1561	389	271	442
1565	254	51	62
1584	90	234	234
1584	90	268	268
1584	90	274	274
1584	90	269	269
1584	90	264	264
1610	300	466	466
1610	300	1203	1203
1610	300	768	768
1610	300	1386	1386
1610	300	342	342
1610	300	751	751
1610	300	467	467
1610	300	766	766
1610	300	1194	1194
1610	300	891	891
1610	300	506	506
1610	300	1201	1201
1610	300	785	785
1610	300	745	745
1610	300	447	447
1610	300	894	894
1610	300	888	888
1610	300	1336	1336
1610	300	626	626
1610	300	631	631
1617	3	418	447
1617	35	167	167
1617	35	172	172
1617	35	174	174
1617	35	36	36
1617	35	175	175
1617	35	169	169
1617	35	173	173
1617	35	69	69
1617	35	117	117
1617	35	39	39
1617	35	96	96
1617	35	98	98
1617	35	78	78
1617	35	35	35
1617	35	45	45
1617	35	418	417
1617	35	129	129
1617	35	33	33
1617	35	171	171
1617	35	157	157
1617	35	518	517
1617	46	166	166
1617	46	167	167
1617	46	274	273
1617	46	93	93
1617	46	508	507
1617	46	172	172
1617	46	119	119
1617	46	418	417
1617	46	36	36
1617	46	175	175
1617	46	68	68
1617	46	169	169
1617	46	171	171
1617	46	168	168
1617	46	494	493
1617	46	45	45
1617	46	173	173
1617	46	117	117
1617	46	124	124
1617	46	492	491
1617	46	98	98
1617	46	128	128
1617	46	472	471
1617	46	78	78
1617	46	518	517
1617	46	96	96
1617	46	174	174
1617	46	417	416
1617	46	33	33
1617	46	488	487
1617	46	126	126
1617	46	212	212
1617	46	157	157
1617	46	496	495
1617	46	114	114
1617	46	497	496
1617	46	513	512
1617	46	152	152
1617	46	39	39
1617	46	211	211
1617	46	422	421
1617	46	129	129
1617	46	170	170
1617	46	509	508
1617	46	131	131
1629	299	413	435
1632	315	249	289
1632	315	178	218
1632	315	250	290
1632	315	324	364
1632	315	311	351
1632	315	269	309
1632	315	270	310
1632	315	255	295
1632	315	168	208
1632	315	266	306
1632	315	174	214
1632	315	315	355
1632	315	377	417
1632	315	268	308
1632	315	179	219
1632	315	265	305
1632	315	170	210
1633	213	47	47
1633	293	54	53
1651	213	52	48
1651	293	48	43
1651	293	58	53
1651	293	51	46
1662	350	390	390
1662	350	99	99
1662	350	127	127
1662	350	11	11
1662	350	10	10
1662	350	95	95
1662	350	94	94
1662	350	396	396
1666	181	40	40
1666	181	251	251
1666	181	208	208
1666	181	210	210
1666	181	181	181
1666	181	62	62
1666	181	205	205
1666	181	118	118
1682	22	178	174
1682	22	181	177
1682	22	179	175
1703	14	94	94
1709	349	417	417
1709	349	420	420
1709	349	421	421
1709	349	309	309
1709	349	422	422
1709	349	359	359
1709	349	278	278
1717	65	375	350
1717	65	378	353
1732	248	67	54
1732	248	70	57
1732	248	77	64
1732	248	101	88
1732	248	97	84
1732	248	100	87
1732	248	65	52
1732	248	94	81
1732	248	79	66
1732	248	99	86
1732	248	64	51
1732	248	75	62
1732	248	59	46
1732	248	58	45
1732	248	71	58
1732	248	98	85
1732	248	53	40
1732	248	95	82
1732	248	62	49
1732	248	72	59
1732	248	91	78
1732	248	52	39
1732	248	61	48
1732	248	51	38
1732	248	55	42
1732	248	50	37
1732	248	69	56
1732	248	73	60
1732	248	56	43
1732	248	60	47
1732	248	66	53
1732	248	78	65
1732	248	57	44
1732	248	68	55
1732	248	74	61
1756	379	117	166
1756	379	104	153
1756	379	99	148
1756	379	113	162
1756	379	253	302
1756	379	78	127
1756	379	398	441
1786	327	401	373
1786	365	620	720
1792	7	3	3
1792	7	4	4
1792	7	24	24
1792	7	8	8
1792	7	25	25
1792	159	164	164
1792	159	3	3
1792	159	4	4
1792	159	8	8
1792	159	24	24
1792	159	25	25
1820	155	1348	317
1820	155	1348	322
1850	344	1338	179
1865	350	390	390
1865	350	99	99
1865	350	127	127
1865	350	11	11
1865	350	10	10
1865	350	95	95
1865	350	396	396
1865	350	94	94
1871	100	36	36
1871	100	241	36
1871	100	36	239
1871	100	241	239
1871	100	90	90
1871	100	240	238
1871	100	454	452
1871	100	290	288
1871	100	204	202
1871	100	73	73
1871	100	278	73
1871	100	41	41
1871	100	502	500
1871	100	81	81
1871	100	411	409
1871	100	498	496
